PAPER_TITLE,DOI,YEAR,OPEN_ACCESS_OA,FUNDING_OA,AUTHOR_NAME,AUTHOR_POS_OA,IS_CORRESPONDING_OA,AFFILIATION_OA,GEO_COUNTRY_OA,AUTHOR_ID_OA,ORCID,WORKS_COUNT_OA,CITATIONS_OA,HINDEX_OA,I10INDEX_OA,2YR_MEAN_OA,TOPICS_OA,PRIMARY_TOPIC_OA,KEYWORDS_OA,PMID_PM,MESH_PM,FUNDING_PM,AUTHOR_NAME_PM,AFFILIATION_PM,AUTHOR_ID_SC,AUTHOR_NAME_SC,AFFILIATION_SC,FUNDING_SC,INFLUENTIAL_CITATIONS_SS,CITATION_CONTEXTS_SS,AUTHOR_ID_SS,AUTHOR_NAME_SS,ORCID_SS,HINDEX_SS,CITATIONS_SS,HINDEX_SC,CITATIONS_SC,DOC_COUNT_SC,SUBJECT_AREAS_SC,SENIORITY_SC,AUTHOR_ID_GS,INTERESTS_GS,ORCID_EMPLOYMENT,GENDER,PROFILE_CLASSIFICATION
Moving beyond the empty cell: The threat of decontextualized healthcare data,10.1371/journal.pdig.0001194,2026,True,No data,Mohammed Benjelloun,middle,False,University of Mons,BE,A5122961672,No data,1,0,0,0,0.0,Ethics and Social Impacts of AI | Data-Driven Disease Surveillance | Machine Learning in Healthcare,Machine Learning in Healthcare,"Context (archaeology), Data science, Health care, Citizen journalism, Corporate governance",41528993,No data,No data,Mohammed Benjelloun,"Department of Computer Engineering and Management, Faculty of Engineering, University of Mons (UMONS), Mons, Belgium.",7003659283,Mohammed Benjelloun,60010758,No data,0,,2378648967,Mohammed Benjelloun,NO_ORCID_SS,1,10,19,1290,135,"Biomaterials | Mechanical Engineering | Transportation | Medicine (all) | Hardware and Architecture | Information Systems and Management | Instrumentation | Computers in Earth Sciences | Transplantation | Environmental Science (all) | Signal Processing | Oncology | Computer Science (all) | Genetics | Information Systems | Education | Surgery | Computer Graphics and Computer-Aided Design | Electronic, Optical and Magnetic Materials | Atmospheric Science | Aerospace Engineering | Industrial and Manufacturing Engineering | Computer Vision and Pattern Recognition | Analytical Chemistry | Public Health, Environmental and Occupational Health | Law | Health Professions  (all) | Biochemistry, Genetics and Molecular Biology (all) | Electrical and Electronic Engineering | Computational Theory and Mathematics | Physics and Astronomy (all) | Engineering (miscellaneous) | Statistics, Probability and Uncertainty | Communication | Health Informatics | Computer Science Applications | Radiological and Ultrasound Technology | Applied Mathematics | Atomic and Molecular Physics, and Optics | Materials Science (all) | Nuclear Energy and Engineering | Theoretical Computer Science | Cognitive Neuroscience | Radiology, Nuclear Medicine and Imaging | Computer Networks and Communications | Mathematics (all) | Cancer Research | Condensed Matter Physics | Biomedical Engineering | Environmental Engineering | Earth and Planetary Sciences (all) | Human-Computer Interaction | Artificial Intelligence | Management Science and Operations Research | Software | Biochemistry | Physics and Astronomy (miscellaneous) | Management, Monitoring, Policy and Law | Mathematical Physics | Engineering (all) | Control and Systems Engineering | Media Technology",Senior (34 yrs),NOT_FOUND,Ethics and Social Impacts of AI | Data-Driven Disease Surveillance | Machine Learning in Healthcare (via OpenAlex),No ORCID ID,Male,COMPUTER_SCIENCE | Male
Moving beyond the empty cell: The threat of decontextualized healthcare data,10.1371/journal.pdig.0001194,2026,True,No data,Neha Nageswaran,middle,False,Carl von Ossietzky Universität Oldenburg,DE,A5119520252,No data,3,0,0,0,0.0,Machine Learning in Healthcare | Parkinson's Disease Mechanisms and Treatments | Electronic Health Records Systems | BRCA gene mutations in cancer | Voice and Speech Disorders,Machine Learning in Healthcare,"Context (archaeology), Data science, Health care, Citizen journalism, Corporate governance",41528993,No data,No data,Neha Nageswaran,"Robotic Assistant Systems, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany.",60373178200,Neha Nageswaran,60020306,No data,0,,2404427101,Neha Nageswaran,NO_ORCID_SS,0,0,0,0,1,Health Informatics,Early-career (0 yrs),NOT_FOUND,Machine Learning in Healthcare | Parkinson's Disease Mechanisms and Treatments | Electronic Health Records Systems | BRCA gene mutations in cancer | Voice and Speech Disorders (via OpenAlex),No ORCID ID,Female,HYBRID_MED_TECH | Female
Moving beyond the empty cell: The threat of decontextualized healthcare data,10.1371/journal.pdig.0001194,2026,True,No data,Saïd Mahmoudi,middle,False,University of Mons,BE,A5122922334,No data,5,0,0,0,0.0,Machine Learning in Healthcare | Artificial Intelligence in Healthcare and Education | Data-Driven Disease Surveillance | Electronic Health Records Systems | Privacy-Preserving Technologies in Data,Machine Learning in Healthcare,"Context (archaeology), Data science, Health care, Citizen journalism, Corporate governance",41528993,No data,No data,Saïd Mahmoudi,"Department of Computer Engineering and Management, Faculty of Engineering, University of Mons (UMONS), Mons, Belgium.",16177658000,Saïd Mahmoudi,60010758,No data,0,,2270089272,NOT_FOUND_IN_SS,NO_ORCID_SS,3,22,31,2776,182,"Artificial Intelligence | Health Informatics | Software | Analytical Chemistry | Management Information Systems | Computer Networks and Communications | Human-Computer Interaction | Engineering (miscellaneous) | Electronic, Optical and Magnetic Materials | Modeling and Simulation | Theoretical Computer Science | Electrical and Electronic Engineering | Multidisciplinary | Hardware and Architecture | Industrial and Manufacturing Engineering | Radiological and Ultrasound Technology | Computational Mathematics | Communication | Information Systems and Management | Surgery | Physics and Astronomy (all) | Atomic and Molecular Physics, and Optics | Geography, Planning and Development | Signal Processing | Medical Laboratory Technology | Health Professions  (all) | Computer Science (miscellaneous) | Social Sciences (miscellaneous) | Numerical Analysis | Computer Science (all) | Safety, Risk, Reliability and Quality | Automotive Engineering | Agricultural and Biological Sciences (all) | Computer Graphics and Computer-Aided Design | Computer Vision and Pattern Recognition | Information Systems | Library and Information Sciences | Medicine (all) | Computer Science Applications | Management of Technology and Innovation | Animal Science and Zoology | Decision Sciences (miscellaneous) | Mechanical Engineering | Control and Optimization | Biomaterials | Condensed Matter Physics | Acoustics and Ultrasonics | Psychiatry and Mental Health | Media Technology | Statistics, Probability and Uncertainty | Computational Theory and Mathematics | Engineering (all) | Control and Systems Engineering | Mechanics of Materials | Biomedical Engineering | Instrumentation | Mathematics (all) | Radiology, Nuclear Medicine and Imaging | Biochemistry, Genetics and Molecular Biology (all)",Senior (24 yrs),NOT_FOUND,Machine Learning in Healthcare | Artificial Intelligence in Healthcare and Education | Data-Driven Disease Surveillance | Electronic Health Records Systems | Privacy-Preserving Technologies in Data (via OpenAlex),No ORCID ID,Male,COMPUTER_SCIENCE | Male
Moving beyond the empty cell: The threat of decontextualized healthcare data,10.1371/journal.pdig.0001194,2026,True,No data,Shaheen Siddiqui,middle,False,Koo & Associates International (United States),US,A5046595444,0000-0003-4372-9793,13,174,8,6,0.0,Multicomponent Synthesis of Heterocycles | Chemical Synthesis and Reactions | Synthesis and biological activity | Machine Learning in Healthcare | Advancements in Battery Materials,Machine Learning in Healthcare,"Context (archaeology), Data science, Health care, Citizen journalism, Corporate governance",41528993,No data,No data,Shaheen Siddiqui,"GeneSilico, Inc., Austin, Texas, United States of America.",60373621100,Shaheen Siddiqui,No affiliation,No data,0,,2404427752,Shaheen Siddiqui,NO_ORCID_SS,1,1,0,0,1,Health Informatics,Early-career (0 yrs),NOT_FOUND,Multicomponent Synthesis of Heterocycles | Chemical Synthesis and Reactions | Synthesis and biological activity | Machine Learning in Healthcare | Advancements in Battery Materials (via OpenAlex),No employment data listed in ORCID,Unknown,BIOINFORMATICS | Unknown
Moving beyond the empty cell: The threat of decontextualized healthcare data,10.1371/journal.pdig.0001194,2026,True,No data,Sreeram Sadasivam,middle,False,Software (Germany),DE,A5122927195,No data,2,0,0,0,0.0,Machine Learning in Healthcare | Electronic Health Records Systems | Ethics and Social Impacts of AI | Artificial Intelligence in Healthcare and Education | Data-Driven Disease Surveillance,Machine Learning in Healthcare,"Context (archaeology), Data science, Health care, Citizen journalism, Corporate governance",41528993,No data,No data,Sreeram Sadasivam,"Software Engineering, EGYM, Munich, Germany.",60373324200,Sreeram Sadasivam,133736463,No data,0,,31439501,Sreeram Sadasivam,NO_ORCID_SS,1,9,0,0,1,Health Informatics,Early-career (0 yrs),NOT_FOUND,Machine Learning in Healthcare | Electronic Health Records Systems | Ethics and Social Impacts of AI | Artificial Intelligence in Healthcare and Education | Data-Driven Disease Surveillance (via OpenAlex),No ORCID ID,Male,COMPUTER_SCIENCE | Male
Moving beyond the empty cell: The threat of decontextualized healthcare data,10.1371/journal.pdig.0001194,2026,True,No data,William Greig Mitchell,last,False,Cambridge University Hospitals NHS Foundation Trust,GB,No data,0000-0002-2122-6741,0,0,0,0,0.0,No data,Machine Learning in Healthcare,"Context (archaeology), Data science, Health care, Citizen journalism, Corporate governance",41528993,No data,No data,William Greig Mitchell,"Department of Ophthalmology, Cambridge University Hospitals, Cambridge, United Kingdom.",57217003780,William Greig Mitchell,60016390,No data,0,,1742506028,NOT_FOUND_IN_SS,NO_ORCID_SS,8,486,13,875,29,"Public Health, Environmental and Occupational Health | Critical Care and Intensive Care Medicine | Epidemiology | Internal Medicine | Surgery | Health Informatics | Ophthalmology | Dentistry (miscellaneous) | Endocrinology, Diabetes and Metabolism | Oncology | Cellular and Molecular Neuroscience | Multidisciplinary | Biomedical Engineering | Medicine (all) | Sensory Systems",Mid-level (6 yrs),NOT_FOUND,NOT_INDEXED_IN_GS,No employment data listed in ORCID,Male,CLINICAL | Male
"MIMIC-III, a freely accessible critical care database",10.1038/sdata.2016.35,2016,True,No data,Alistair E. W. Johnson,first,True,Massachusetts Institute of Technology,US,A5003528274,0000-0002-8735-3014,143,21392,40,73,2.708333333333333,Sepsis Diagnosis and Treatment | Machine Learning in Healthcare | Healthcare Technology and Patient Monitoring | Artificial Intelligence in Healthcare and Education | ECG Monitoring and Analysis,Healthcare Technology and Patient Monitoring,"Coursework, Database, Intensive care, Tertiary care, Medical emergency",27219127,"Critical Care, Databases, Factual, Humans, Intensive Care Units, Tertiary Care Centers",NIBIB NIH HHS | NIBIB NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS,NOT_FOUND_IN_PM,,55637109500,SKIP,,National Institute of General Medical Sciences,866,,28972636,NOT_FOUND_IN_SS,NO_ORCID_SS,34,21584,36,17830,0,"Statistics and Probability | Control and Systems Engineering | LPN and LVN | Nursing (all) | Computer Networks and Communications | Health Information Management | Health Policy | Language and Linguistics | Pharmacology | Otorhinolaryngology | Computer Science Applications | Education | Urology | Health (social science) | Signal Processing | Pulmonary and Respiratory Medicine | Medicine (all) | Molecular Medicine | Library and Information Sciences | Pediatrics, Perinatology and Child Health | Oncology | Electrical and Electronic Engineering | Critical Care and Intensive Care Medicine | Anesthesiology and Pain Medicine | Human-Computer Interaction | Biomedical Engineering | Medicine (miscellaneous) | Immunology and Allergy | Computer Science (all) | Software | Multidisciplinary | Modeling and Simulation | Artificial Intelligence | Cardiology and Cardiovascular Medicine | Dentistry (all) | Public Health, Environmental and Occupational Health | Cancer Research | Speech and Hearing | Immunology | Decision Sciences (miscellaneous) | Statistics, Probability and Uncertainty | Linguistics and Language | Physiology | Nephrology | Physiology (medical) | Health Informatics | Information Systems | Biophysics",Mid-level (14 yrs),66GCSz8AAAAJ,Machine Learning | Critical Care Medicine,No employment data listed in ORCID,Male,HYBRID_MED_TECH | Male
"MIMIC-III, a freely accessible critical care database",10.1038/sdata.2016.35,2016,True,No data,Tom Pollard,middle,False,Massachusetts Institute of Technology,US,A5086791063,No data,102,17651,28,48,16.61111111111111,Machine Learning in Healthcare | Sepsis Diagnosis and Treatment | Artificial Intelligence in Healthcare and Education | Scientific Computing and Data Management | Research Data Management Practices,Healthcare Technology and Patient Monitoring,"Coursework, Database, Intensive care, Tertiary care, Medical emergency",27219127,"Critical Care, Databases, Factual, Humans, Intensive Care Units, Tertiary Care Centers",NIBIB NIH HHS | NIBIB NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS,NOT_FOUND_IN_PM,,56374098600,SKIP,,National Institute of General Medical Sciences,866,,40541154,NOT_FOUND_IN_SS,NO_ORCID_SS,27,18625,24,14074,0,"Signal Processing | Health (social science) | Hematology | Oncology | Education | Public Health, Environmental and Occupational Health | Computer Science Applications | Geochemistry and Petrology | Cardiology and Cardiovascular Medicine | Modeling and Simulation | Astronomy and Astrophysics | Cellular and Molecular Neuroscience | Geophysics | Medicine (miscellaneous) | Critical Care and Intensive Care Medicine | Biochemistry, Genetics and Molecular Biology (all) | Health Information Management | Computational Theory and Mathematics | Molecular Biology | Anesthesiology and Pain Medicine | Health Informatics | Computer Networks and Communications | Statistics, Probability and Uncertainty | Computer Vision and Pattern Recognition | Information Systems | Multidisciplinary | Computer Science (all) | Decision Sciences (miscellaneous) | Medicine (all) | Cancer Research | Ecology | Software | Health Policy | Genetics | Human-Computer Interaction | Artificial Intelligence | Statistics and Probability | Control and Systems Engineering | Ecology, Evolution, Behavior and Systematics | Nursing (all) | Internal Medicine | Library and Information Sciences",Mid-level (14 yrs),kd2pMFYAAAAJ,machine learning for health,No ORCID ID,Male,HYBRID_MED_TECH | Male
"MIMIC-III, a freely accessible critical care database",10.1038/sdata.2016.35,2016,True,No data,Lu Shen,middle,False,Beth Israel Deaconess Medical Center,US,A5085659284,No data,5,10817,4,4,0.0,Machine Learning in Healthcare | Sepsis Diagnosis and Treatment | Healthcare Technology and Patient Monitoring | Electronic Health Records Systems | Non-Invasive Vital Sign Monitoring,Healthcare Technology and Patient Monitoring,"Coursework, Database, Intensive care, Tertiary care, Medical emergency",27219127,"Critical Care, Databases, Factual, Humans, Intensive Care Units, Tertiary Care Centers",NIBIB NIH HHS | NIBIB NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS,Lu Shen,"Information Systems, Beth Israel Deaconess Medical Center, Boston, Massachusetts 02215, USA.",57189463870,Lu Shen,60030058,National Institute of General Medical Sciences,866,,2115648970,Lu Shen,NO_ORCID_SS,4,11278,4,9251,4,"Library and Information Sciences | Statistics and Probability | Computer Science Applications | Statistics, Probability and Uncertainty | Information Systems | Education",Mid-level (10 yrs),NOT_FOUND,Machine Learning in Healthcare | Sepsis Diagnosis and Treatment | Healthcare Technology and Patient Monitoring | Electronic Health Records Systems | Non-Invasive Vital Sign Monitoring (via OpenAlex),No ORCID ID,Female,HYBRID_MED_TECH | Female
"MIMIC-III, a freely accessible critical care database",10.1038/sdata.2016.35,2016,True,No data,Li-wei H. Lehman,middle,False,Massachusetts Institute of Technology,US,A5064862336,No data,4,9360,4,3,0.0,Sepsis Diagnosis and Treatment | Healthcare Technology and Patient Monitoring | Respiratory Support and Mechanisms | Acute Kidney Injury Research | Intensive Care Unit Cognitive Disorders,Healthcare Technology and Patient Monitoring,"Coursework, Database, Intensive care, Tertiary care, Medical emergency",27219127,"Critical Care, Databases, Factual, Humans, Intensive Care Units, Tertiary Care Centers",NIBIB NIH HHS | NIBIB NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS,NOT_FOUND_IN_PM,,8416287300,SKIP,,National Institute of General Medical Sciences,866,,2771337,Li-wei H. Lehman,NO_ORCID_SS,24,15312,21,12999,0,"Information Systems | Medicine (all) | Multidisciplinary | Statistics, Probability and Uncertainty | Software | Computer Science (all) | Neurology (clinical) | Mathematics (all) | Cardiology and Cardiovascular Medicine | Artificial Intelligence | Library and Information Sciences | Computer Vision and Pattern Recognition | Education | Statistics and Probability | Engineering (all) | Control and Systems Engineering | Surgery | Internal Medicine | Health Informatics | Rehabilitation | Physiology (medical) | Health Information Management | Computer Science Applications | Modeling and Simulation | Management Information Systems | Nephrology | Instrumentation | Neuroscience (all) | Critical Care and Intensive Care Medicine | Signal Processing | Information Systems and Management | Physics and Astronomy (all) | Anesthesiology and Pain Medicine | Computer Networks and Communications | Electrical and Electronic Engineering | Pulmonary and Respiratory Medicine | Biomedical Engineering",Senior (22 yrs),it0h7rMAAAAJ,Machine Learning | Machine Learning for Health,No ORCID ID,Unknown,HYBRID_MED_TECH | Unknown
"MIMIC-III, a freely accessible critical care database",10.1038/sdata.2016.35,2016,True,No data,Mengling Feng,middle,False,Institute for Infocomm Research,SG,A5022222926,0000-0002-5338-6248,258,12536,35,85,4.733333333333333,Machine Learning in Healthcare | Sepsis Diagnosis and Treatment | Artificial Intelligence in Healthcare and Education | AI in cancer detection | Topic Modeling,Healthcare Technology and Patient Monitoring,"Coursework, Database, Intensive care, Tertiary care, Medical emergency",27219127,"Critical Care, Databases, Factual, Humans, Intensive Care Units, Tertiary Care Centers",NIBIB NIH HHS | NIBIB NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS,Mengling Feng,"Laboratory for Computational Physiology, MIT Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, USA.",12644999000,Mengling Feng,60022195,National Institute of General Medical Sciences,866,,2773476,NOT_FOUND_IN_SS,NO_ORCID_SS,20,9970,32,10779,160,"Mathematics (all) | Neurology (clinical) | Cancer Research | Hepatology | Radiology, Nuclear Medicine and Imaging | Social Sciences (all) | Signal Processing | Acoustics and Ultrasonics | Linguistics and Language | Multidisciplinary | Internal Medicine | Engineering (all) | Artificial Intelligence | Business, Management and Accounting (all) | Education | Statistics and Probability | Software | Control and Systems Engineering | Mechanical Engineering | Pathology and Forensic Medicine | Human-Computer Interaction | Biotechnology | Agricultural and Biological Sciences (all) | Computer Science (miscellaneous) | Social Sciences (miscellaneous) | Nephrology | Physiology (medical) | Health, Toxicology and Mutagenesis | Hematology | Automotive Engineering | Computer Vision and Pattern Recognition | Oncology | Pulmonary and Respiratory Medicine | Anesthesiology and Pain Medicine | Transplantation | Molecular Biology | Pollution | Critical Care and Intensive Care Medicine | Epidemiology | Environmental Science (all) | Hardware and Architecture | Computational Mathematics | Radiological and Ultrasound Technology | Information Systems | Physiology | Health Informatics | Biophysics | Pharmacology (medical) | Clinical Biochemistry | Health Policy | Computer Graphics and Computer-Aided Design | Electronic, Optical and Magnetic Materials | Surgery | Economics, Econometrics and Finance (all) | Medicine (all) | Endocrinology, Diabetes and Metabolism | Genetics | Condensed Matter Physics | Computer Science (all) | Decision Sciences (miscellaneous) | Library and Information Sciences | Public Health, Environmental and Occupational Health | Modeling and Simulation | Electrical and Electronic Engineering | Cardiology and Cardiovascular Medicine | Endocrinology | Pharmacology | Biomedical Engineering | Gastroenterology | Theoretical Computer Science | Biochemistry | Health (social science) | Applied Mathematics | Statistics, Probability and Uncertainty | Medicine (miscellaneous) | Language and Linguistics | Computational Theory and Mathematics | Health Information Management | Computer Science Applications | Pediatrics, Perinatology and Child Health | Biochemistry, Genetics and Molecular Biology (all)",Senior (22 yrs),F2ET1WsAAAAJ,Machine Learning | Healthcare Analytics,No employment data listed in ORCID,Female,HYBRID_MED_TECH | Female
"MIMIC-III, a freely accessible critical care database",10.1038/sdata.2016.35,2016,True,No data,Mohammad M. Ghassemi,middle,False,Massachusetts Institute of Technology,US,A5076266282,No data,119,10151,25,40,1.34375,Cardiac Arrest and Resuscitation | Machine Learning in Healthcare | EEG and Brain-Computer Interfaces | Topic Modeling | Radiomics and Machine Learning in Medical Imaging,Healthcare Technology and Patient Monitoring,"Coursework, Database, Intensive care, Tertiary care, Medical emergency",27219127,"Critical Care, Databases, Factual, Humans, Intensive Care Units, Tertiary Care Centers",NIBIB NIH HHS | NIBIB NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS,NOT_FOUND_IN_PM,,57221151207,SKIP,,National Institute of General Medical Sciences,866,,143811844,M. Ghassemi,NO_ORCID_SS,22,10755,23,9162,0,"Endocrinology | Cardiology and Cardiovascular Medicine | Modeling and Simulation | Social Sciences (miscellaneous) | Computer Science Applications | Electrical and Electronic Engineering | Biochemistry | Emergency Nursing | Sensory Systems | Education | Artificial Intelligence | Human-Computer Interaction | Endocrinology, Diabetes and Metabolism | Computer Science (all) | Medicine (all) | Psychiatry and Mental Health | Linguistics and Language | Biochemistry (medical) | Media Technology | Radiology, Nuclear Medicine and Imaging | Information Systems | Neuropsychology and Physiological Psychology | Biophysics | Behavioral Neuroscience | Health Informatics | Statistics, Probability and Uncertainty | Strategy and Management | Language and Linguistics | Finance | Biochemistry, Genetics and Molecular Biology (all) | Biomedical Engineering | Medicine (miscellaneous) | Instrumentation | Agronomy and Crop Science | Computational Theory and Mathematics | Emergency Medicine | Neurology (clinical) | Hardware and Architecture | Agricultural and Biological Sciences (all) | Control and Optimization | Plant Science | Physiology (medical) | Accounting | Chemistry (all) | Anesthesiology and Pain Medicine | Neurology | Clinical Biochemistry | Engineering (all) | Control and Systems Engineering | Computer Graphics and Computer-Aided Design | Library and Information Sciences | Statistics and Probability | Environmental Chemistry | Biochemistry, Genetics and Molecular Biology (miscellaneous) | Mechanical Engineering | Computer Vision and Pattern Recognition | Software | Industrial and Manufacturing Engineering | Radiological and Ultrasound Technology | Biological Psychiatry | Computer Networks and Communications | Multidisciplinary | Chemical Engineering (all) | Economics, Econometrics and Finance (miscellaneous) | Information Systems and Management | Critical Care and Intensive Care Medicine | Signal Processing",Mid-level (14 yrs),SXGVLXQAAAAJ,Artificial Intelligence | Augmented Intelligence | Data Mining | Signal Processing | Bioinformatics,No ORCID ID,Male,HYBRID_MED_TECH | Male
"MIMIC-III, a freely accessible critical care database",10.1038/sdata.2016.35,2016,True,No data,Benjamin Moody,middle,False,Massachusetts Institute of Technology,US,A5007482103,No data,37,14720,19,20,0.0,ECG Monitoring and Analysis | Healthcare Technology and Patient Monitoring | EEG and Brain-Computer Interfaces | Non-Invasive Vital Sign Monitoring | Phonocardiography and Auscultation Techniques,Healthcare Technology and Patient Monitoring,"Coursework, Database, Intensive care, Tertiary care, Medical emergency",27219127,"Critical Care, Databases, Factual, Humans, Intensive Care Units, Tertiary Care Centers",NIBIB NIH HHS | NIBIB NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS,Benjamin Moody,"Laboratory for Computational Physiology, MIT Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, USA.",37104609500,Benjamin Moody,60022195,National Institute of General Medical Sciences,866,,39934542,Benjamin Moody,NO_ORCID_SS,17,14668,16,12627,22,"Medicine (all) | Biomedical Engineering | Critical Care and Intensive Care Medicine | Cardiology and Cardiovascular Medicine | Health Informatics | Statistics and Probability | Library and Information Sciences | Signal Processing | Physiology | Physiology (medical) | Information Systems | Education | Computer Networks and Communications | Multidisciplinary | Anesthesiology and Pain Medicine | Computer Science (all) | Statistics, Probability and Uncertainty | Computer Science Applications | Biophysics",Senior (16 yrs),NOT_FOUND,ECG Monitoring and Analysis | Healthcare Technology and Patient Monitoring | EEG and Brain-Computer Interfaces | Non-Invasive Vital Sign Monitoring | Phonocardiography and Auscultation Techniques (via OpenAlex),No ORCID ID,Male,HYBRID_MED_TECH | Male
"MIMIC-III, a freely accessible critical care database",10.1038/sdata.2016.35,2016,True,No data,Peter Szolovits,middle,False,Massachusetts Institute of Technology,US,A5006650843,0000-0001-8411-6403,313,24685,64,166,5.25,Machine Learning in Healthcare | Topic Modeling | Biomedical Text Mining and Ontologies | Natural Language Processing Techniques | Electronic Health Records Systems,Healthcare Technology and Patient Monitoring,"Coursework, Database, Intensive care, Tertiary care, Medical emergency",27219127,"Critical Care, Databases, Factual, Humans, Intensive Care Units, Tertiary Care Centers",NIBIB NIH HHS | NIBIB NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS,Peter Szolovits,"Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, USA.",6701398669,Peter Szolovits,60006320,National Institute of General Medical Sciences,866,,1679873,Peter Szolovits,NO_ORCID_SS,64,25298,56,19859,167,"Computational Theory and Mathematics | Biochemistry, Genetics and Molecular Biology (all) | Surgery | Cell Biology | Medicine (all) | Health Informatics | Computer Science Applications | Biological Psychiatry | Computational Mathematics | Physiology | Bioengineering | Pharmacology (medical) | Physics and Astronomy (all) | Nursing (all) | Language and Linguistics | Health Policy | Statistics, Probability and Uncertainty | Gastroenterology | Computer Vision and Pattern Recognition | Computer Science (all) | Materials Science (all) | Issues, Ethics and Legal Aspects | Immunology | Public Health, Environmental and Occupational Health | Cardiology and Cardiovascular Medicine | Condensed Matter Physics | Information Systems | Decision Sciences (miscellaneous) | Clinical Biochemistry | Immunology and Allergy | Epidemiology | Genetics | Computer Graphics and Computer-Aided Design | Education | Anesthesiology and Pain Medicine | Leadership and Management | Oncology | Transplantation | Catalysis | Computer Science (miscellaneous) | Genetics (clinical) | Social Sciences (miscellaneous) | Agricultural and Biological Sciences (all) | Signal Processing | Biotechnology | Hardware and Architecture | Critical Care and Intensive Care Medicine | Statistics and Probability | Instrumentation | Molecular Biology | Biochemistry (medical) | Radiology, Nuclear Medicine and Imaging | Computer Networks and Communications | Engineering (all) | Fluid Flow and Transfer Processes | Control and Systems Engineering | Social Sciences (all) | Cellular and Molecular Neuroscience | Linguistics and Language | Nephrology | Pathology and Forensic Medicine | Human-Computer Interaction | Theoretical Computer Science | Medicine (miscellaneous) | Library and Information Sciences | Rheumatology | Process Chemistry and Technology | Ecology, Evolution, Behavior and Systematics | Electrical and Electronic Engineering | Biochemistry | Artificial Intelligence | Software | Applied Mathematics | Infectious Diseases | Mathematics (all) | Psychiatry and Mental Health | Health (social science) | Health Information Management | Biomedical Engineering | Hepatology",Senior (53 yrs),1LuGqFQAAAAJ,medical informatics | artificial intelligence,No employment data listed in ORCID,Male,HYBRID_MED_TECH | Male
